,warehouse,date,Predicted roads
342,Reims,2021-06-11,"[['Reims', 'Épinal'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims', 'Troyes', 'Dijon'], ['Reims'], ['Reims'], ['Reims', 'Troyes', 'Dijon'], ['Reims', 'Besançon', 'Belfort'], ['Reims', 'Belfort'], ['Reims', 'Metz'], ['Reims', 'Belfort', 'Besançon'], ['Reims', 'Roubaix', 'Metz'], ['Reims', 'Lille'], ['Reims', 'Tourcoing', 'Roubaix'], ['Reims', 'Strasbourg', 'Épinal'], ['Reims', 'Strasbourg'], ['Reims', 'Nancy', 'Colmar', 'Mulhouse'], ['Reims', 'Lille', 'Tourcoing']]"
343,Reims,2021-06-12,"[['Reims', 'Colmar', 'Mulhouse', 'Épinal'], ['Reims', 'Épinal', 'Mulhouse'], ['Reims', 'Belfort'], ['Reims', 'Dijon', 'Besançon', 'Belfort'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims', 'Strasbourg', 'Colmar'], ['Reims', 'Épinal'], ['Reims'], ['Reims', 'Metz'], ['Reims', 'Lille'], ['Reims', 'Tourcoing', 'Lille'], ['Reims', 'Metz', 'Nancy', 'Épinal'], ['Reims', 'Troyes'], ['Reims', 'Roubaix', 'Tourcoing']]"
344,Reims,2021-06-13,"[['Reims', 'Roubaix', 'Épinal'], ['Reims', 'Nancy', 'Mulhouse', 'Belfort'], ['Reims', 'Épinal', 'Nancy'], ['Reims', 'Strasbourg', 'Colmar', 'Mulhouse'], ['Reims', 'Roubaix', 'Tourcoing', 'Lille'], ['Reims', 'Dijon', 'Nancy', 'Metz'], ['Reims', 'Troyes', 'Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims', 'Colmar', 'Strasbourg'], ['Reims'], ['Reims', 'Besançon', 'Belfort'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims', 'Roubaix'], ['Reims']]"
345,Reims,2021-06-14,"[['Reims', 'Strasbourg'], ['Reims', 'Nancy', 'Besançon'], ['Reims', 'Nancy', 'Strasbourg'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims', 'Troyes', 'Dijon'], ['Reims', 'Colmar', 'Épinal', 'Reims'], ['Reims'], ['Reims'], ['Reims', 'Colmar', 'Besançon'], ['Reims', 'Épinal'], ['Reims', 'Nancy'], ['Reims', 'Épinal', 'Mulhouse', 'Belfort'], ['Reims'], ['Reims'], ['Reims'], ['Reims', 'Roubaix', 'Tourcoing', 'Lille'], ['Reims', 'Metz'], ['Reims', 'Roubaix'], ['Reims', 'Roubaix']]"
346,Reims,2021-06-15,"[['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims', 'Troyes'], ['Reims', 'Colmar', 'Belfort'], ['Reims', 'Besançon', 'Belfort', 'Mulhouse', 'Épinal'], ['Reims', 'Nancy', 'Strasbourg'], ['Reims', 'Nancy'], ['Reims', 'Roubaix'], ['Reims', 'Lille', 'Metz'], ['Reims', 'Strasbourg', 'Metz'], ['Reims', 'Dijon'], ['Reims', 'Tourcoing']]"
347,Reims,2021-06-16,"[['Reims', 'Épinal', 'Strasbourg'], ['Reims', 'Colmar', 'Belfort', 'Besançon', 'Dijon'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims', 'Troyes'], ['Reims', 'Nancy'], ['Reims', 'Roubaix'], ['Reims'], ['Reims', 'Mulhouse', 'Belfort'], ['Reims', 'Nancy'], ['Reims', 'Metz'], ['Reims'], ['Reims', 'Roubaix', 'Tourcoing', 'Lille']]"
348,Reims,2021-06-17,"[['Reims', 'Roubaix', 'Tourcoing'], ['Reims', 'Strasbourg', 'Nancy', 'Reims'], ['Reims', 'Nancy'], ['Reims', 'Mulhouse', 'Épinal'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims', 'Nancy', 'Strasbourg', 'Colmar', 'Belfort', 'Besançon', 'Dijon'], ['Reims'], ['Reims'], ['Reims'], ['Reims', 'Lille'], ['Reims'], ['Reims'], ['Reims', 'Troyes'], ['Reims'], ['Reims', 'Troyes', 'Metz', 'Tourcoing', 'Lille']]"
349,Reims,2021-06-18,"[['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims', 'Mulhouse', 'Colmar', 'Strasbourg', 'Metz'], ['Reims', 'Épinal', 'Troyes'], ['Reims', 'Dijon', 'Belfort'], ['Reims'], ['Reims', 'Metz', 'Roubaix'], ['Reims', 'Lille'], ['Reims'], ['Reims', 'Besançon', 'Nancy'], ['Reims', 'Troyes'], ['Reims'], ['Reims', 'Tourcoing', 'Roubaix'], ['Reims', 'Lille', 'Tourcoing']]"
350,Reims,2021-06-19,"[['Reims', 'Épinal', 'Mulhouse', 'Colmar'], ['Reims', 'Troyes'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims', 'Épinal', 'Besançon'], ['Reims'], ['Reims', 'Dijon'], ['Reims', 'Épinal'], ['Reims'], ['Reims', 'Roubaix', 'Tourcoing', 'Roubaix'], ['Reims', 'Nancy', 'Metz'], ['Reims', 'Nancy', 'Colmar', 'Strasbourg'], ['Reims', 'Roubaix', 'Lille'], ['Reims', 'Belfort', 'Mulhouse'], ['Reims'], ['Reims'], ['Reims', 'Tourcoing']]"
351,Reims,2021-06-20,"[['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims', 'Strasbourg', 'Colmar', 'Reims'], ['Reims', 'Épinal', 'Mulhouse', 'Belfort', 'Troyes'], ['Reims', 'Dijon', 'Besançon'], ['Reims', 'Épinal'], ['Reims', 'Lille'], ['Reims', 'Nancy'], ['Reims', 'Dijon', 'Épinal'], ['Reims', 'Roubaix', 'Tourcoing']]"
352,Reims,2021-06-21,"[['Reims', 'Roubaix', 'Tourcoing'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims', 'Troyes', 'Lille', 'Tourcoing'], ['Reims', 'Belfort'], ['Reims', 'Nancy', 'Épinal', 'Mulhouse', 'Belfort', 'Besançon'], ['Reims'], ['Reims', 'Dijon'], ['Reims'], ['Reims', 'Mulhouse', 'Strasbourg'], ['Reims', 'Épinal', 'Colmar', 'Strasbourg', 'Nancy'], ['Reims', 'Metz', 'Épinal'], ['Reims', 'Dijon'], ['Reims']]"
353,Reims,2021-06-22,"[['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims', 'Metz', 'Strasbourg'], ['Reims', 'Mulhouse', 'Colmar'], ['Reims', 'Belfort'], ['Reims'], ['Reims', 'Besançon'], ['Reims', 'Troyes'], ['Reims'], ['Reims', 'Roubaix', 'Tourcoing'], ['Reims', 'Troyes', 'Épinal', 'Nancy', 'Metz'], ['Reims', 'Dijon', 'Besançon'], ['Reims'], ['Reims', 'Besançon', 'Belfort'], ['Reims', 'Dijon'], ['Reims', 'Metz', 'Strasbourg', 'Mulhouse'], ['Reims', 'Lille', 'Tourcoing', 'Roubaix']]"
354,Reims,2021-06-23,"[['Reims', 'Tourcoing'], ['Reims', 'Épinal', 'Nancy', 'Lille'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims', 'Troyes', 'Mulhouse'], ['Reims', 'Colmar', 'Mulhouse'], ['Reims', 'Colmar', 'Mulhouse', 'Belfort', 'Dijon'], ['Reims', 'Besançon'], ['Reims', 'Besançon'], ['Reims', 'Belfort', 'Épinal'], ['Reims'], ['Reims', 'Metz'], ['Reims'], ['Reims', 'Colmar', 'Strasbourg'], ['Reims', 'Troyes'], ['Reims'], ['Reims'], ['Reims', 'Roubaix', 'Tourcoing', 'Roubaix']]"
355,Reims,2021-06-24,"[['Reims', 'Metz', 'Troyes'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims', 'Metz', 'Mulhouse', 'Épinal'], ['Reims', 'Colmar', 'Mulhouse'], ['Reims', 'Besançon', 'Belfort'], ['Reims', 'Strasbourg', 'Colmar', 'Nancy'], ['Reims'], ['Reims'], ['Reims', 'Roubaix', 'Tourcoing', 'Roubaix'], ['Reims', 'Épinal', 'Mulhouse', 'Colmar'], ['Reims'], ['Reims', 'Nancy', 'Besançon', 'Dijon', 'Troyes'], ['Reims', 'Metz'], ['Reims', 'Besançon', 'Épinal'], ['Reims', 'Roubaix', 'Lille']]"
356,Reims,2021-06-25,"[['Reims', 'Lille'], ['Reims', 'Belfort', 'Mulhouse', 'Épinal'], ['Reims', 'Mulhouse', 'Nancy'], ['Reims', 'Colmar'], ['Reims'], ['Reims', 'Nancy', 'Épinal'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims', 'Besançon', 'Belfort', 'Colmar'], ['Reims', 'Besançon'], ['Reims'], ['Reims', 'Besançon', 'Dijon', 'Troyes'], ['Reims', 'Strasbourg', 'Nancy'], ['Reims'], ['Reims', 'Metz'], ['Reims', 'Roubaix', 'Metz'], ['Reims']]"
357,Reims,2021-06-26,"[['Reims', 'Tourcoing'], ['Reims', 'Besançon', 'Dijon', 'Troyes'], ['Reims', 'Besançon'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims', 'Metz', 'Strasbourg', 'Nancy'], ['Reims', 'Mulhouse'], ['Reims', 'Épinal', 'Mulhouse'], ['Reims', 'Colmar'], ['Reims', 'Belfort', 'Colmar'], ['Reims', 'Belfort'], ['Reims'], ['Reims'], ['Reims', 'Besançon'], ['Reims', 'Roubaix', 'Tourcoing', 'Strasbourg'], ['Reims'], ['Reims', 'Roubaix'], ['Reims', 'Nancy'], ['Reims'], ['Reims'], ['Reims', 'Lille']]"
358,Reims,2021-06-27,"[['Reims', 'Metz'], ['Reims', 'Épinal', 'Mulhouse'], ['Reims', 'Mulhouse', 'Belfort'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims', 'Besançon', 'Nancy'], ['Reims'], ['Reims', 'Besançon', 'Belfort'], ['Reims', 'Belfort', 'Colmar', 'Strasbourg'], ['Reims', 'Épinal', 'Metz'], ['Reims'], ['Reims', 'Dijon', 'Besançon'], ['Reims', 'Dijon'], ['Reims'], ['Reims', 'Épinal'], ['Reims', 'Lille', 'Tourcoing', 'Roubaix'], ['Reims'], ['Reims', 'Roubaix'], ['Reims', 'Tourcoing', 'Troyes', 'Dijon'], ['Reims', 'Strasbourg'], ['Reims', 'Dijon', 'Belfort'], ['Reims', 'Roubaix']]"
359,Reims,2021-06-28,"[['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims', 'Colmar'], ['Reims', 'Belfort', 'Mulhouse', 'Épinal'], ['Reims', 'Strasbourg'], ['Reims', 'Troyes', 'Dijon'], ['Reims', 'Besançon'], ['Reims'], ['Reims', 'Besançon', 'Belfort'], ['Reims', 'Besançon'], ['Reims', 'Dijon'], ['Reims', 'Metz', 'Strasbourg', 'Épinal'], ['Reims', 'Épinal', 'Belfort'], ['Reims', 'Épinal', 'Colmar'], ['Reims', 'Lille', 'Metz'], ['Reims', 'Roubaix'], ['Reims', 'Belfort'], ['Reims', 'Metz', 'Nancy', 'Épinal'], ['Reims'], ['Reims', 'Lille', 'Tourcoing', 'Roubaix']]"
360,Reims,2021-06-29,"[['Reims', 'Dijon', 'Troyes', 'Lille'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims', 'Metz', 'Nancy'], ['Reims', 'Besançon', 'Belfort', 'Mulhouse', 'Épinal'], ['Reims'], ['Reims', 'Besançon'], ['Reims'], ['Reims', 'Lille', 'Tourcoing', 'Roubaix', 'Strasbourg'], ['Reims', 'Colmar'], ['Reims', 'Belfort', 'Mulhouse'], ['Reims', 'Tourcoing', 'Épinal'], ['Reims', 'Colmar'], ['Reims', 'Belfort', 'Besançon'], ['Reims', 'Colmar'], ['Reims', 'Troyes', 'Belfort', 'Colmar', 'Strasbourg']]"
361,Reims,2021-06-30,"[['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims'], ['Reims', 'Colmar'], ['Reims', 'Colmar'], ['Reims', 'Belfort', 'Mulhouse', 'Épinal'], ['Reims', 'Troyes', 'Dijon', 'Besançon', 'Belfort', 'Mulhouse', 'Strasbourg', 'Metz'], ['Reims', 'Lille', 'Tourcoing', 'Roubaix', 'Nancy'], ['Reims', 'Lille']]"
362,Avignon,2021-01-01,"[['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon']]"
363,Avignon,2021-01-02,"[['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon']]"
364,Avignon,2021-01-03,"[['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon', 'Montélimar', 'Vénissieux', 'Annecy', 'Grenoble', 'Nice', 'Cannes', 'Aix-en-Provence', 'Béziers']]"
365,Avignon,2021-01-04,"[['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon', 'Nîmes', 'Montpellier', 'Béziers', 'Marseille', 'Aix-en-Provence', 'Cannes', 'Nice', 'Grenoble', 'Annecy', 'Vénissieux', 'Montélimar']]"
366,Avignon,2021-01-05,"[['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon', 'Nîmes', 'Montpellier', 'Aix-en-Provence', 'Marseille', 'La Seyne-sur-Mer', 'Toulon', 'Hyères', 'Cannes', 'Antibes', 'Nice', 'Chambéry', 'Annecy', 'Vénissieux', 'Valence']]"
367,Avignon,2021-01-06,"[['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon', 'Nîmes', 'Montpellier', 'Aix-en-Provence', 'Marseille', 'La Seyne-sur-Mer', 'Toulon', 'Hyères', 'Cannes', 'Antibes', 'Nice', 'Annecy', 'Chambéry', 'Valence']]"
368,Avignon,2021-01-07,"[['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon'], ['Avignon', 'Aix-en-Provence', 'Marseille', 'La Seyne-sur-Mer', 'Toulon', 'Hyères', 'Cannes', 'Antibes', 'Chambéry', 'Vénissieux', 'Valence', 'Béziers', 'Nîmes']]"
